oid,order_date,revenue,uid
o_7961654429780,2019-03-17,1772,7268011490040
o_3138228718463,2019-03-28,663,7268011490040
o_3784080746337,2019-03-31,258,7268011490040
o_9204431961195,2019-04-29,1223,7268011490040
o_7039327978863,2019-04-30,607,7268011490040
o_7319912209276,2019-05-23,1152,4693885407901
o_0147195107227,2019-07-04,1670,4693885407901
o_7609499147819,2019-07-28,1195,4693885407901
o_9779346492145,2019-08-20,233,4693885407901
o_0641881634801,2019-08-24,885,4693885407901
o_4163663465107,2019-04-28,948,9309350330579
o_7351022100067,2019-05-29,512,9309350330579
o_4239295303985,2019-06-15,1155,9309350330579
o_3586242506007,2019-07-12,726,9309350330579
o_9442657231610,2019-08-20,861,9309350330579
o_3908580079393,2019-07-27,1335,9436575960684
o_0782480981498,2019-08-22,1759,9436575960684
o_3902801138067,2019-04-30,521,4579175916356
o_7273118227284,2019-06-03,1755,4579175916356
o_5419570020762,2019-06-20,886,4579175916356
o_3285110870010,2019-07-18,290,4579175916356
o_9180889872453,2019-07-30,1607,4579175916356
o_2174966586774,2019-06-30,714,3422298235594
o_8857135384213,2019-08-09,858,3422298235594
o_4124696086899,2019-08-20,1719,3422298235594
o_8705788338261,2019-08-24,784,3422298235594
o_8692863891455,2019-04-13,1338,1528244799959
o_4441730209596,2019-04-24,1330,1528244799959
o_0493159248278,2019-05-03,491,1528244799959
o_7748154458966,2019-05-04,1510,1528244799959
o_6393653957512,2019-05-10,1391,1528244799959
o_6890789565760,2019-05-13,688,1528244799959
o_2215288686527,2019-01-15,403,5517211293411
o_1609155278006,2019-02-05,1281,5517211293411
o_3276023194843,2019-03-20,719,5517211293411
o_2925526959688,2019-03-22,1358,5517211293411
o_0628684449382,2019-03-23,1002,5517211293411
o_7578478230258,2019-04-19,233,5517211293411
o_8138957949379,2019-03-27,1427,5916850442585
o_0604451764490,2019-04-27,1308,5916850442585
o_7706980832848,2019-05-22,360,5916850442585
o_7437667326748,2019-06-03,914,5916850442585
o_5204211704886,2019-06-03,740,5916850442585
o_6739816862758,2019-06-05,788,5916850442585
o_6672508028660,2019-04-07,1256,5858733530371
o_8561129444745,2019-04-28,443,5858733530371
o_8697607051195,2019-05-21,1109,5858733530371
o_9698032373585,2019-05-25,812,5858733530371
o_1349198643590,2019-06-21,1314,5858733530371
o_5588143375827,2019-07-21,810,9657228363267
o_9302045817485,2019-08-06,240,9657228363267
o_9015403728377,2019-08-29,956,9657228363267
o_4467024190814,2019-09-03,923,9657228363267
o_6824789865896,2019-05-14,1562,7169749359732
o_4045914819139,2019-06-27,1158,7169749359732
o_9079638643836,2019-08-07,507,7169749359732
o_3836217371377,2019-09-01,1010,7169749359732
o_8232544055679,2019-09-05,257,7169749359732
o_4664118946986,2019-08-11,640,5107825518422
o_0171052420686,2019-08-23,416,5107825518422
o_2072654325462,2019-06-19,905,8240961773830
o_1810272219623,2019-07-08,541,8240961773830
o_3922024052520,2019-07-26,235,8240961773830
o_0104664300985,2019-08-23,1482,8240961773830
o_2336543841373,2019-02-16,601,2846261222885
o_8785939936447,2019-03-24,1047,2846261222885
o_5727752632154,2019-04-21,486,2846261222885
o_6274231000847,2019-05-19,384,2846261222885
o_5646556437232,2019-06-17,635,2846261222885
o_4543238598407,2019-06-28,1578,2846261222885
o_4642429327588,2019-05-27,786,4343259093994
o_1028589720668,2019-06-01,563,4343259093994
o_7833031791790,2019-07-15,1742,4343259093994
o_2398712005900,2019-08-15,662,4343259093994
o_7095603611152,2019-08-31,697,4980125116359
o_0453383253851,2019-05-15,1188,9906401078291
o_7563140632454,2019-06-14,1734,9906401078291
o_0631887793596,2019-07-16,962,9906401078291
o_8710840502160,2019-08-16,784,9906401078291
o_9828073213513,2019-07-01,617,5509843880299
o_5936279945863,2019-08-02,1269,5509843880299
o_1548838806139,2019-08-17,1444,5509843880299
o_0643838590741,2019-09-03,1270,5509843880299
o_0789532851181,2019-03-21,978,9840590176553
o_1002035794502,2019-03-28,356,9840590176553
o_4227498776354,2019-04-24,1492,9840590176553
o_2097146813609,2019-04-28,1199,9840590176553
o_2886953859739,2019-05-24,505,9840590176553
o_6298433091779,2019-05-24,1155,9840590176553
o_5253694898490,2019-02-15,1671,5808802559604
o_6782763312432,2019-03-21,1628,5808802559604
o_7238336900012,2019-04-13,1517,5808802559604
o_0836934426322,2019-05-22,1393,5808802559604
o_3607255885849,2019-06-29,1292,5808802559604
o_2948195598842,2019-07-31,941,5808802559604
o_1027489276336,2019-05-23,1528,8134083622599
o_9606201709066,2019-06-23,756,8134083622599
o_1923232570204,2019-07-31,1530,8134083622599
o_9066544674436,2019-09-07,1187,8134083622599
o_8139708654504,2019-06-16,1679,0763240895842
o_5373031193047,2019-07-14,661,0763240895842
o_6567334349594,2019-07-18,918,0763240895842
o_5530416134778,2019-08-29,1107,0763240895842
o_2348739199137,2019-07-26,1290,0417420425847
o_5891473295384,2019-08-12,400,0417420425847
o_1622052162247,2019-08-19,854,0417420425847
o_3063693716778,2019-08-10,557,0266917035621
o_8512149283111,2019-08-24,1508,0266917035621
o_9149564316330,2019-06-30,599,1350354287503
o_6280201786086,2019-07-15,1613,1350354287503
o_1571732993889,2019-07-21,1169,1350354287503
o_3484042808874,2019-08-19,671,1350354287503
o_5340099446217,2019-08-06,790,2651272536056
o_8607147926617,2019-08-08,984,2651272536056
o_5258707624776,2019-08-15,1363,2651272536056
o_4571870770868,2019-05-30,265,6243301159518
o_8256638048361,2019-06-24,886,6243301159518
o_1423718733982,2019-07-09,1316,6243301159518
o_8782509482984,2019-08-02,943,6243301159518
o_0966283288538,2019-07-30,383,9736726247085
o_3495178974883,2019-08-24,232,9736726247085
o_5605981098753,2019-09-03,1402,9736726247085
o_3032053842310,2019-04-01,327,5357674634419
o_7706496597729,2019-04-14,446,5357674634419
o_5494093487940,2019-04-23,495,5357674634419
o_3743292775108,2019-04-29,875,5357674634419
o_2890493359598,2019-06-02,457,5357674634419
o_9165110028700,2019-07-08,1054,5357674634419
o_1340877647526,2019-06-10,1111,7396832539690
o_9563348561172,2019-07-13,1393,7396832539690
o_5519586588475,2019-07-27,1403,7396832539690
o_2868528664887,2019-08-27,677,7396832539690
o_3854333141926,2019-04-15,1714,5977261499124
o_0881948284765,2019-05-19,354,5977261499124
o_0381908136740,2019-06-28,619,5977261499124
o_0306884411780,2019-07-08,390,5977261499124
o_7296385053066,2019-07-16,1772,5977261499124
o_7582590651549,2019-08-21,720,5977261499124
o_3063764856280,2019-07-26,605,0468227354021
o_2119990546561,2019-08-14,282,0468227354021
o_8443014085236,2019-08-17,284,0468227354021
o_8591266540291,2019-02-23,1400,0949402478195
o_9926624936741,2019-03-13,1318,0949402478195
o_7324123565561,2019-04-09,1365,0949402478195
o_7827201951374,2019-05-23,267,0949402478195
o_6138524699968,2019-06-27,1058,0949402478195
o_6651826019871,2019-07-09,671,0949402478195
o_4062519505960,2019-07-28,1104,6362210182377
o_3344960420674,2019-08-29,353,6362210182377
o_8519911031987,2019-08-31,847,6362210182377
o_2175351241667,2019-09-02,1025,6362210182377
o_9721679516913,2019-06-02,757,0089459080672
o_5654475525671,2019-06-05,1267,0089459080672
o_5432008403753,2019-07-14,468,0089459080672
o_3270845412512,2019-07-26,363,0089459080672
o_5080247526308,2019-08-19,628,0089459080672
o_8359768852386,2019-01-14,1416,7703517132686
o_8773373129440,2019-02-04,1268,7703517132686
o_1293390959297,2019-03-16,1239,7703517132686
o_8968980359803,2019-03-24,1297,7703517132686
o_8168305570061,2019-04-15,637,7703517132686
o_1467711732139,2019-05-13,1038,7703517132686
o_6826318160908,2019-03-13,459,1166697690272
o_1140912222004,2019-04-21,1517,1166697690272
o_9880469803418,2019-06-04,265,1166697690272
o_6677405928860,2019-06-04,892,1166697690272
o_9883826764834,2019-07-06,1654,1166697690272
o_4195105123610,2019-07-21,599,1166697690272
o_9162480249940,2019-02-19,1345,4262226818388
o_1579909014818,2019-02-21,1505,4262226818388
o_1481206813646,2019-04-02,953,4262226818388
o_9193555492039,2019-04-08,1257,4262226818388
o_1747647515557,2019-05-21,1563,4262226818388
o_3731453339283,2019-06-09,888,4262226818388
o_6783058394096,2019-07-14,1572,8312186291915
o_5733382143281,2019-08-25,917,8312186291915
o_5464373723914,2019-08-30,928,6750654746765
o_9212121412421,2019-08-28,1265,0856529241611
o_6972672309092,2019-05-17,734,8586797908221
o_0794866911524,2019-05-25,1317,8586797908221
o_6935655222832,2019-06-02,277,8586797908221
o_9835014650320,2019-06-30,942,8586797908221
o_6009407540854,2019-05-08,1058,0433974166999
o_4007763143919,2019-05-22,1468,0433974166999
o_6113201312255,2019-06-30,1349,0433974166999
o_7386097206529,2019-07-22,1708,0433974166999
o_6632964562610,2019-06-17,621,2371444445404
o_3903457468980,2019-07-18,1682,2371444445404
o_5247309542632,2019-07-31,1295,2371444445404
o_4389676015003,2019-08-09,1114,2371444445404
o_1494579016729,2019-07-14,813,3440838052517
o_9117120102499,2019-08-16,1390,3440838052517
o_8821711123428,2019-09-08,1418,3440838052517
o_4029215430576,2019-03-30,914,2137920178873
o_8145437172905,2019-05-13,1658,2137920178873
o_9957509421236,2019-05-13,933,2137920178873
o_0515344851800,2019-05-15,1178,2137920178873
o_8575578674387,2019-05-15,1594,2137920178873
o_6980044921650,2019-06-21,1125,2137920178873
o_5551246242648,2019-07-04,1629,8796362585300
o_3422117721390,2019-08-02,1348,8796362585300
o_6158295768991,2019-08-30,756,8796362585300
o_1141115517577,2019-08-31,803,3086601783129
o_6326107215852,2019-06-12,878,8403711200875
o_0298937925316,2019-06-15,1245,8403711200875
o_4154530827241,2019-06-28,1461,8403711200875
o_0519053648478,2019-07-18,977,8403711200875
o_6410335185145,2019-05-29,1333,2093875035787
o_6594174992000,2019-07-12,1039,2093875035787
o_1235359325354,2019-07-28,280,2093875035787
o_5167848890639,2019-08-24,1345,2093875035787
o_5378651096921,2019-08-11,1703,7187471271948
o_5295318531970,2019-08-18,605,7187471271948
o_8212289448905,2019-08-22,872,5653222470141
o_1028704971524,2019-08-28,263,5653222470141
o_2459231394422,2019-02-09,1257,3380704976076
o_3240469898238,2019-02-13,468,3380704976076
o_7249906248892,2019-03-13,1759,3380704976076
o_1152592023987,2019-03-20,1696,3380704976076
o_3768069504255,2019-04-26,802,3380704976076
o_0941965134488,2019-05-30,510,3380704976076
o_3701262180130,2019-05-27,307,4699792316541
o_3835066517059,2019-06-17,265,4699792316541
o_5816335668724,2019-07-18,628,4699792316541
o_9700750361697,2019-08-10,942,4699792316541
o_1105872245340,2019-08-16,1370,4699792316541
o_4424121386960,2019-05-28,635,4129062135225
o_5281414998410,2019-06-26,1486,4129062135225
o_0008056581405,2019-08-05,929,4129062135225
o_0276505024494,2019-09-01,1223,4129062135225
o_1651142366777,2019-06-22,1135,4923839113610
o_3678079931319,2019-06-26,1640,4923839113610
o_0751284399426,2019-07-27,1407,4923839113610
o_9252631796253,2019-07-29,1214,4923839113610
o_1793560387290,2019-02-19,510,3741797936291
o_0468149425342,2019-03-28,1355,3741797936291
o_1959642090254,2019-04-03,1192,3741797936291
o_1834065826201,2019-04-08,660,3741797936291
o_4093371501197,2019-05-08,1095,3741797936291
o_4613567286693,2019-05-27,1480,3741797936291
o_4905919340758,2019-08-13,752,1837897136586
o_3537617284129,2019-06-18,1220,0016884559282
o_2282597620078,2019-07-08,1632,0016884559282
o_2959899827701,2019-08-11,1575,0016884559282
o_0188380031637,2019-05-24,1350,2356072879234
o_8113401873059,2019-06-13,1563,2356072879234
o_8573841901987,2019-06-18,826,2356072879234
o_6846938449948,2019-07-21,396,2356072879234
o_0651364155242,2019-08-18,942,1802331381716
o_6165231778037,2019-08-29,475,1802331381716
o_4053003482850,2019-03-01,1472,8114403600889
o_6979105694497,2019-03-30,1025,8114403600889
o_3626540308368,2019-05-12,1746,8114403600889
o_2843917527431,2019-06-24,909,8114403600889
o_4648874261033,2019-06-25,699,8114403600889
o_8261862533866,2019-06-27,1173,8114403600889
o_1018375778430,2019-06-06,703,5497765859427
o_6320725594641,2019-06-06,466,5497765859427
o_3210504802520,2019-07-06,777,5497765859427
o_3103102390288,2019-08-05,964,5497765859427
o_0270409036829,2019-08-21,1393,5497765859427
o_0973291681589,2019-07-23,791,0515023980913
o_1162153437856,2019-08-29,326,0515023980913
o_9655856187699,2019-07-28,1271,5504570832955
o_6679162804708,2019-09-02,259,5504570832955
o_0763268531180,2019-09-02,780,5504570832955
o_0311988598770,2019-08-05,1508,2788775583659
o_8528271972595,2019-08-02,391,6412261193447
o_4582642818305,2019-08-06,1237,6412261193447
o_8368047295677,2019-08-29,774,6412261193447
o_1341438585608,2019-05-12,1453,3140039172556
o_3953037999311,2019-05-24,1109,3140039172556
o_8902121958111,2019-05-28,1499,3140039172556
o_0872813297645,2019-07-06,295,3140039172556
o_4346234123587,2019-07-13,1501,3140039172556
o_6544901618130,2019-07-14,763,5516461664545
o_8667013823631,2019-08-23,1370,5516461664545
o_8192591910690,2019-03-27,1702,3242295569290
o_2358102136218,2019-04-25,870,3242295569290
o_7162945827173,2019-06-04,483,3242295569290
o_9317657495358,2019-06-29,1080,3242295569290
o_7271932826713,2019-08-07,842,3242295569290
o_6783866311711,2019-08-14,1328,3242295569290
o_7528762718535,2019-06-16,622,1671417038406
o_6311394456408,2019-07-03,1138,1671417038406
o_5741786015790,2019-08-05,753,1671417038406
o_8960553961871,2019-09-07,724,1671417038406
o_4655152456395,2019-09-08,1170,5731393582105
o_1444262778151,2019-07-05,1233,4663663401971
o_2132528627228,2019-07-27,704,4663663401971
o_2791766241926,2019-08-27,1558,4663663401971
o_8532094717424,2019-06-13,1093,3746629672514
o_6671615774316,2019-07-14,1660,3746629672514
o_8464641006524,2019-08-01,664,3746629672514
o_4100139765750,2019-08-14,916,3746629672514
o_2734495158646,2019-03-20,1523,6675676231115
o_2343063385225,2019-04-09,1504,6675676231115
o_1641920145953,2019-05-18,1430,6675676231115
o_5052705335562,2019-05-20,1295,6675676231115
o_7974371796387,2019-05-30,370,6675676231115
o_6755760409252,2019-06-27,1185,6675676231115
o_7187391937931,2019-07-29,1211,0379382681207
o_2596246310075,2019-08-30,1518,0379382681207
o_1211012955748,2019-09-02,1087,6987043803581
o_8634287944164,2019-08-14,433,0927814282166
o_1455262552412,2019-09-08,820,0927814282166
o_5504498694277,2019-03-03,1468,4353884893555
o_5758215346615,2019-04-13,1107,4353884893555
o_1325949310188,2019-04-23,788,4353884893555
o_8308894845083,2019-05-16,1773,4353884893555
o_4793720472023,2019-05-28,841,4353884893555
o_0519169717839,2019-05-29,490,4353884893555
o_2714411570172,2019-04-17,512,7214735583070
o_8849783834479,2019-05-11,339,7214735583070
o_6186931963370,2019-05-11,1097,7214735583070
o_7275992262955,2019-05-27,1065,7214735583070
o_0021964598167,2019-06-26,1613,7214735583070
o_6320649862567,2019-08-07,1361,7214735583070
o_1391671178365,2019-06-13,1244,3380772245685
o_3384957178041,2019-07-22,751,3380772245685
o_1513745356053,2019-09-04,1122,3380772245685
o_0088506880036,2019-09-08,772,3380772245685
o_6306576146741,2019-07-11,553,7608117412452
o_1558690740977,2019-08-07,444,7608117412452
o_8458031426832,2019-08-14,582,7608117412452
o_8729890101285,2019-06-26,1146,4019682758068
o_5113591654202,2019-07-24,224,4019682758068
o_4732178534334,2019-08-23,456,4019682758068
o_7771796284884,2019-08-30,352,4019682758068
o_1115831867551,2019-06-21,1383,7595842693891
o_6112886837848,2019-07-24,616,7595842693891
o_3784980912788,2019-08-01,726,7595842693891
o_5064846484788,2019-06-23,1682,0574031639732
o_4936973342723,2019-06-30,1224,0574031639732
o_2438490767543,2019-07-06,1665,0574031639732
o_1732487970277,2019-07-08,921,0574031639732
o_0368481945457,2019-05-19,966,8307735031449
o_1409581694643,2019-05-28,1387,8307735031449
o_2390380999598,2019-06-08,1484,8307735031449
o_6099136530875,2019-06-15,1590,8307735031449
o_6480820786812,2019-06-24,374,8307735031449
o_3004878031200,2019-02-04,998,7468647149224
o_8039974218595,2019-02-25,1412,7468647149224
o_2944593264402,2019-03-13,1501,7468647149224
o_9811046822928,2019-03-20,1558,7468647149224
o_7874871366120,2019-03-26,750,7468647149224
o_1685601820050,2019-03-30,1350,7468647149224
o_7692555815678,2019-07-16,644,4935064669114
o_1366870363317,2019-07-17,1527,4935064669114
o_8507164762925,2019-08-20,1231,4935064669114
o_2825518688018,2019-07-02,1077,4963983678047
o_7958130048412,2019-07-12,1543,4963983678047
o_9069352891811,2019-07-24,227,4963983678047
o_7198183315301,2019-08-31,1097,4963983678047
o_8947398335401,2019-07-14,900,2609677642162
o_1118027553740,2019-07-30,1365,2609677642162
o_4566975298881,2019-08-28,230,2609677642162
o_5990451241570,2019-08-30,1397,2609677642162
o_4725422894476,2019-03-05,604,6690602076851
o_4716503298962,2019-03-27,908,6690602076851
o_2732572735728,2019-05-08,1551,6690602076851
o_8082092650310,2019-06-19,1270,6690602076851
o_1110086926022,2019-07-28,1039,6690602076851
o_6791913385806,2019-08-20,524,6690602076851
o_7061320347070,2019-07-14,1613,9584239681182
o_1711188700222,2019-08-24,1348,9584239681182
o_3625408700863,2019-01-27,761,8682632542886
o_9547150529599,2019-01-28,837,8682632542886
o_9051034776783,2019-02-17,696,8682632542886
o_7786004693006,2019-03-14,1708,8682632542886
o_8395202389360,2019-03-18,1018,8682632542886
o_2905746072107,2019-04-19,480,8682632542886
o_2386559100643,2019-06-16,737,9971633519904
o_6083109147733,2019-07-10,237,9971633519904
o_8836987394830,2019-08-06,1269,9971633519904
o_6089944750299,2019-06-10,1005,5504113348851
o_7802990878712,2019-07-19,357,5504113348851
o_1956086041231,2019-08-02,879,5504113348851
o_9834197088845,2019-08-25,246,5504113348851
o_4609186711913,2019-04-08,1518,8809112428823
o_2743035573597,2019-05-16,1654,8809112428823
o_7056602334893,2019-06-13,1634,8809112428823
o_9513529564843,2019-06-24,1130,8809112428823
o_8398839061531,2019-06-30,1261,8809112428823
o_7162712357346,2019-07-26,1185,8809112428823
o_9952569379282,2019-04-26,1250,8474217703092
o_7387875873322,2019-05-06,1414,8474217703092
o_1835108722191,2019-05-27,1387,8474217703092
o_6864271374390,2019-07-04,1382,8474217703092
o_2502839560239,2019-08-07,407,8474217703092
o_2517698671781,2019-02-20,542,0999955407982
o_4804849614185,2019-03-29,1367,0999955407982
o_2210074515487,2019-04-19,1610,0999955407982
o_0817910192134,2019-05-08,882,0999955407982
o_0454900880338,2019-06-03,1459,0999955407982
o_3582604629087,2019-07-11,333,0999955407982
o_6077162856817,2019-07-24,1612,5599004702263
o_5567686270974,2019-08-13,427,5599004702263
o_8429115248183,2019-08-22,1176,5599004702263
o_7728674436798,2019-08-18,1666,0744704246653
o_0305125955342,2019-08-12,368,6653115803765
o_4434813712359,2019-09-04,246,6653115803765
o_1694894379091,2019-08-14,583,1876373473166
o_3504326821723,2019-08-23,1039,1876373473166
o_4590945626039,2019-05-01,408,3080949586282
o_2662518913241,2019-05-19,1260,3080949586282
o_6672701781805,2019-06-17,634,3080949586282
o_8081022728341,2019-07-01,880,3080949586282
o_9553036701393,2019-07-09,1150,3080949586282
o_8651549195386,2019-04-13,1710,0086344972562
o_2331562976280,2019-05-24,1552,0086344972562
o_9795562221772,2019-06-11,786,0086344972562
o_5873391133054,2019-07-05,795,0086344972562
o_2258092503277,2019-08-08,1402,0086344972562
o_0179949454769,2019-08-02,1763,3970013324417
o_9637606673522,2019-06-15,964,8757252522522
o_0627212790149,2019-06-28,1237,8757252522522
o_1528076544192,2019-08-05,1305,8757252522522
o_2304938009882,2019-09-07,1481,8757252522522
o_8304107647017,2019-04-20,1389,6403388667201
o_8155210581268,2019-05-03,1235,6403388667201
o_6064793145120,2019-06-11,1427,6403388667201
o_6135282183555,2019-07-06,533,6403388667201
o_8666161995238,2019-07-23,1611,6403388667201
o_6880514777643,2019-08-03,1175,6403388667201
o_8714420671413,2019-01-12,1677,1051133752778
o_3771393928925,2019-01-16,267,1051133752778
o_0173205614768,2019-01-18,650,1051133752778
o_9149691709593,2019-01-31,523,1051133752778
o_3475390726965,2019-02-12,548,1051133752778
o_9735033297899,2019-02-13,267,1051133752778
o_9438614831504,2019-08-27,738,0454257138212
o_1104027368507,2019-02-15,951,6520841280453
o_1835905429361,2019-02-27,1566,6520841280453
o_9889533288359,2019-04-06,605,6520841280453
o_9510939794662,2019-04-24,638,6520841280453
o_7246396772999,2019-05-30,1363,6520841280453
o_5896893875925,2019-07-10,1581,6520841280453
o_3605785544113,2019-02-26,1727,3489925736077
o_0907387374789,2019-03-29,1008,3489925736077
o_8854516378793,2019-05-12,326,3489925736077
o_3766411934262,2019-06-04,931,3489925736077
o_7172328102018,2019-06-22,979,3489925736077
o_8963032842470,2019-08-04,1208,3489925736077
o_3629167448691,2019-05-04,590,5763331650508
o_7499922817453,2019-05-29,459,5763331650508
o_8412291692383,2019-06-26,1088,5763331650508
o_0220629923249,2019-07-24,544,5763331650508
o_7661251992105,2019-09-06,915,5763331650508
o_2977990465929,2019-08-24,643,6212251236808
o_9708410106978,2019-09-08,290,8945471286695
o_9788750866770,2019-09-07,1406,2317096042073
o_4556527500517,2019-01-30,588,5281465862463
o_7816291248044,2019-02-15,1537,5281465862463
o_9622579915380,2019-02-27,1524,5281465862463
o_2758741826561,2019-04-02,583,5281465862463
o_9258857352402,2019-04-30,308,5281465862463
o_1257797747789,2019-05-20,783,5281465862463
o_4073690521229,2019-06-30,599,3879513807058
o_0517437607684,2019-07-13,334,3879513807058
o_8161060563361,2019-07-29,500,3879513807058
o_7262583547430,2019-08-26,1191,3879513807058
o_2136086932565,2019-08-23,236,1556213952821
o_2373836468756,2019-05-01,861,8819631947897
o_3398605375560,2019-06-10,1523,8819631947897
o_7556164425980,2019-07-13,1347,8819631947897
o_4427470314653,2019-08-21,1129,8819631947897
o_2684182478611,2019-08-22,1595,8819631947897
o_9233434352884,2019-05-31,1264,2900491088045
o_5224550774050,2019-06-08,1132,2900491088045
o_0713479664436,2019-07-12,654,2900491088045
o_1732142654504,2019-07-16,338,2900491088045
o_1428842150049,2019-08-01,1761,2900491088045
o_5268830253118,2019-06-03,1687,1669601043343
o_8271797289332,2019-06-28,1596,1669601043343
o_8564793694911,2019-06-28,1728,1669601043343
o_7508316964281,2019-07-11,1321,1669601043343
o_6627329680917,2019-09-08,1511,4205208311507
o_0539760395427,2019-08-17,320,3277819963278
o_1306086652140,2019-08-12,1523,6615738371342
o_3596171216908,2019-08-30,1363,6615738371342
o_6151246681851,2019-05-21,558,7207350599274
o_5919960299476,2019-06-26,687,7207350599274
o_7409534897323,2019-07-23,1562,7207350599274
o_9939397362150,2019-08-11,1466,7207350599274
o_6925343641809,2019-06-03,1490,8074667483683
o_2825087227779,2019-06-15,1691,8074667483683
o_0792651470867,2019-07-02,1251,8074667483683
o_0611801622942,2019-07-23,557,8074667483683
o_5033765710599,2019-07-29,927,3782731123131
o_2298156212714,2019-08-24,442,3782731123131
o_0374569572767,2019-09-02,1503,3782731123131
o_2201462550876,2019-07-04,1567,5643314656249
o_6676687700393,2019-08-16,934,5643314656249
o_3706326128202,2019-08-18,889,5643314656249
o_1851381258844,2019-08-29,1220,5643314656249
o_2057129955887,2019-04-28,337,5151622353175
o_8495152707266,2019-05-01,1005,5151622353175
o_4653034997097,2019-05-13,900,5151622353175
o_0985800687180,2019-06-18,605,5151622353175
o_9719709000563,2019-06-27,1350,5151622353175
o_1531143915702,2019-04-02,676,6419261307508
o_0489151950882,2019-04-26,1413,6419261307508
o_5297844251841,2019-05-30,502,6419261307508
o_2357136409985,2019-06-03,634,6419261307508
o_7004358699414,2019-07-07,1053,6419261307508
o_9528513720839,2019-07-17,964,6419261307508
o_5749094582676,2019-04-24,487,1610690444801
o_6232863975100,2019-05-17,1281,1610690444801
o_2536597271465,2019-06-03,1710,1610690444801
o_4675790597137,2019-06-07,475,1610690444801
o_3383132670608,2019-06-30,846,1610690444801
o_0888993924998,2019-06-30,654,1610690444801
o_6228811856515,2019-03-16,1082,7304245576089
o_5592449466509,2019-04-05,491,7304245576089
o_8005694374071,2019-04-20,1269,7304245576089
o_1920261538687,2019-05-16,797,7304245576089
o_0159991647012,2019-05-16,323,7304245576089
o_3881084707774,2019-05-17,496,7304245576089
o_3634949432942,2019-02-28,715,1574892631417
o_0118594548829,2019-03-30,966,1574892631417
o_8303007003916,2019-05-12,1732,1574892631417
o_7849913556463,2019-06-17,1374,1574892631417
o_2160255891612,2019-07-08,1345,1574892631417
o_8251069255456,2019-08-16,1570,1574892631417
o_7137654870734,2019-02-24,1420,8726797279321
o_4674749622319,2019-04-07,1757,8726797279321
o_9469317220074,2019-04-26,229,8726797279321
o_9352749386626,2019-05-17,1586,8726797279321
o_6785789082310,2019-06-21,1194,8726797279321
o_3541594766462,2019-07-11,419,8726797279321
o_6622473881890,2019-08-30,292,3451204505643
o_0447819100284,2019-06-06,734,5339995572502
o_6174953887743,2019-06-10,651,5339995572502
o_7494292008067,2019-07-21,847,5339995572502
o_5637795855345,2019-08-19,1488,5339995572502
o_8931892343390,2019-07-08,845,2520152261091
o_9647409994571,2019-08-13,334,2520152261091
o_7473695344668,2019-04-18,1553,7583802477773
o_3197992340331,2019-05-08,315,7583802477773
o_8749448498377,2019-05-15,950,7583802477773
o_6633633396956,2019-06-05,282,7583802477773
o_1591931734472,2019-06-25,1002,7583802477773
o_7735358303147,2019-01-21,1657,0543493687773
o_4543914904546,2019-02-28,1753,0543493687773
o_3467379398683,2019-04-07,1130,0543493687773
o_9798326123275,2019-04-14,1080,0543493687773
o_7189552500039,2019-05-07,1226,0543493687773
o_4456248333411,2019-06-04,394,0543493687773
o_8498862505467,2019-08-05,975,7645375625811
o_5138432666770,2019-08-20,1075,7645375625811
o_9122359460951,2019-07-25,903,5401830355318
o_8046674371246,2019-08-18,1733,5401830355318
o_7117728750810,2019-08-31,976,5401830355318
o_1774399968485,2019-06-20,652,6617072587779
o_2421481341662,2019-06-24,1598,6617072587779
o_3566258400391,2019-07-11,1028,6617072587779
o_1697654701705,2019-08-12,1058,6617072587779
o_0203851399518,2019-03-23,1035,7648616317995
o_9986623093494,2019-04-01,1312,7648616317995
o_7458638105650,2019-04-18,1541,7648616317995
o_9026046507366,2019-05-09,383,7648616317995
o_6559091860146,2019-06-05,1643,7648616317995
o_6084722267938,2019-06-08,1649,7648616317995
o_9770918285134,2019-04-19,337,1665890730551
o_8213674175918,2019-05-21,460,1665890730551
o_8000039566340,2019-06-09,727,1665890730551
o_8965650912382,2019-06-29,1715,1665890730551
o_1522152884073,2019-08-10,747,1665890730551
o_1346831098908,2019-04-28,1424,1824667885157
o_6804495611505,2019-05-07,1389,1824667885157
o_3498308908192,2019-05-18,971,1824667885157
o_7980032815212,2019-05-22,750,1824667885157
o_0598685688410,2019-06-17,255,1824667885157
o_1572279804997,2019-07-29,1245,1824667885157
o_8709170072924,2019-08-24,443,6508688341629
o_7088979042132,2019-08-17,1565,4112441141689
o_5243799806568,2019-03-21,1410,1437862857852
o_2128501308925,2019-04-28,1016,1437862857852
o_7307163375680,2019-05-01,1219,1437862857852
o_9321322765899,2019-05-30,1099,1437862857852
o_9712710988097,2019-07-02,1676,1437862857852
o_0901782498811,2019-07-10,1157,1437862857852
o_8329671505174,2019-02-20,1051,0691914821029
o_8644192519739,2019-03-17,292,0691914821029
o_6543998692276,2019-04-03,376,0691914821029
o_6068562336375,2019-04-20,266,0691914821029
o_6502722975290,2019-05-10,1002,0691914821029
o_7166706799280,2019-05-19,1023,0691914821029
o_4044422241203,2019-05-30,610,4729418929234
o_0901355556252,2019-06-03,361,4729418929234
o_8724861838269,2019-06-03,676,4729418929234
o_1692363996602,2019-07-09,784,4729418929234
o_5961668664315,2019-07-15,1133,4729418929234
